[0] ms, LOG; Program starts; in file /home/krzysztof/c-cut/main.c; at line 84
 62
[587415] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[587515] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[587616] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[587716] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[587816] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[587917] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588017] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588117] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588218] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588318] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588418] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588519] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588620] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588720] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[588820] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[588921] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589021] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[589121] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589222] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589322] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589422] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589523] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589624] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589724] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[589824] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[589925] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590025] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590125] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590226] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[590327] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590427] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590528] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590628] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590729] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590829] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[590930] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591031] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591131] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591232] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[591332] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591432] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591532] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[591633] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591733] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591834] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[591934] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592035] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592135] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592235] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592336] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[592436] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592537] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592637] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592738] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[592838] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[592939] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593040] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593140] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593241] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593341] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593442] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593542] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593643] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593743] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[593844] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[593944] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594044] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[594145] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594246] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594346] ms, LOG; Stat queue empty; in file /home/krzysztof/c-cut/source/threads/analyzerThread.c; at line 62
[594346] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594446] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594547] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594647] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594747] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[594847] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[594948] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595048] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595148] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[595248] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595349] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595449] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595550] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595650] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595751] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595851] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[595952] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596052] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596152] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[596253] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596353] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596454] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[596554] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596654] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596755] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[596856] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[596956] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597056] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597156] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597257] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[597358] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597458] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597558] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597659] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[597759] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597859] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[597959] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598060] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598160] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598260] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598361] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598461] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598561] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598662] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[598762] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598863] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[598963] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[599063] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599164] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599264] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[599364] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599465] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599565] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599666] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599766] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[599866] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[599967] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600067] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600168] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[600268] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600368] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600469] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600569] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600669] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600770] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600870] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[600971] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601071] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601172] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[601272] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601373] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601473] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[601574] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601674] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601774] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[601875] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[601976] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602076] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602177] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602277] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[602377] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602478] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602578] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602679] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[602779] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[602879] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
